6.07,6.07
13.03,6.959999999999999
18.55,5.520000000000001
24.12,5.57
30.92,6.800000000000001
36.57,5.649999999999999
43.16,6.589999999999996
49.3,6.140000000000001
55.53,6.230000000000004
61.68,6.149999999999999
67.66,5.979999999999997
73.73,6.070000000000007
80.14,6.409999999999997
86.75,6.609999999999999
90.18,3.430000000000007
93.59,3.4099999999999966
96.98,3.3900000000000006
100.46,3.4799999999999898
103.45,2.990000000000009
106.41,2.9599999999999937
109.84,3.430000000000007
113.25,3.4099999999999966
117.21,3.9599999999999937
121.73,4.52000000000001
125.83,4.099999999999994
129.65,3.8200000000000074
133.69,4.039999999999992
137.43,3.740000000000009
141.62,4.189999999999998
145.29,3.6699999999999875
148.68,3.390000000000015
153.74,5.060000000000002
157.29,3.549999999999983
163.46997732426303,6.179977324263035
173.32997732426304,9.860000000000014
180.58997732426303,7.259999999999991
182.62997732426305,2.0400000000000205
184.35997732426304,1.7299999999999898
186.47997732426305,2.1200000000000045
188.76997732426304,2.289999999999992
192.27997732426303,3.509999999999991
194.55997732426303,2.280000000000001
200.64997732426303,6.090000000000003
203.88997732426304,3.240000000000009
205.99997732426303,2.109999999999985
212.26997732426304,6.27000000000001
215.15997732426302,2.8899999999999864
217.20997732426304,2.0500000000000114
223.31997732426305,6.110000000000014
227.29997732426304,3.9799999999999898
229.94997732426305,2.6500000000000057
236.01997732426304,6.069999999999993
239.46997732426303,3.4499999999999886
241.63997732426304,2.170000000000016
248.24997732426303,6.609999999999985
252.13997732426304,3.890000000000015
254.87997732426305,2.740000000000009
260.87997732426305,6.0
265.419977324263,4.539999999999964
267.68997732426305,2.2700000000000387
273.49997732426306,5.810000000000002
276.49997732426306,3.0
278.539977324263,2.0399999999999636
284.42997732426306,5.890000000000043
287.68997732426305,3.259999999999991
290.01997732426304,2.329999999999984
295.93997732426305,5.920000000000016
299.11997732426306,3.180000000000007
301.18997732426305,2.069999999999993
307.13997732426304,5.949999999999989
310.169977324263,3.0299999999999727
312.48997732426307,2.32000000000005
318.42997732426306,5.939999999999998
322.659977324263,4.229999999999961
326.83997732426303,4.180000000000007
331.099977324263,4.259999999999991
335.38997732426304,4.2900000000000205
